Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Month,Dates
90 F,79 F,70 %,E,15 mph,0 mph,29.65 in,0.0 in,Haze,07,2020-07-25
90 F,79 F,70 %,E,15 mph,0 mph,29.65 in,0.0 in,Thunder,07,2020-07-25
88 F,79 F,75 %,SSE,13 mph,0 mph,29.65 in,0.0 in,Thunder,07,2020-07-25
91 F,77 F,63 %,W,7 mph,0 mph,29.71 in,0.0 in,Fair,07,2020-07-25
93 F,79 F,63 %,ENE,12 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,07,2020-07-25
90 F,77 F,66 %,WSW,6 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-25
82 F,79 F,89 %,SSW,3 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-25
86 F,77 F,74 %,SW,6 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-25
84 F,79 F,84 %,SSW,6 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-25
84 F,79 F,84 %,SSW,6 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-25
84 F,79 F,84 %,S,5 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-25
84 F,79 F,84 %,SSW,3 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-25
84 F,79 F,84 %,S,5 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-25
84 F,79 F,84 %,S,8 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-25
88 F,77 F,70 %,SSW,8 mph,0 mph,29.68 in,0.0 in,Thunder,07,2020-07-25
82 F,77 F,84 %,SW,5 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-25
82 F,77 F,84 %,SSW,7 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-25
82 F,77 F,84 %,SW,6 mph,0 mph,29.65 in,0.0 in,Fair,07,2020-07-25
82 F,77 F,84 %,SSW,6 mph,0 mph,29.65 in,0.0 in,Fair,07,2020-07-25
82 F,77 F,84 %,SSW,3 mph,0 mph,29.68 in,0.0 in,Fair,07,2020-07-25
82 F,77 F,84 %,SW,7 mph,0 mph,29.68 in,0.0 in,Fog,07,2020-07-25
82 F,77 F,84 %,SSW,7 mph,0 mph,29.71 in,0.0 in,Fog,07,2020-07-25
84 F,77 F,79 %,SW,7 mph,0 mph,29.71 in,0.0 in,Fog,07,2020-07-25
88 F,77 F,70 %,SW,5 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-25
82 F,75 F,79 %,W,15 mph,0 mph,29.71 in,0.0 in,Light Drizzle,07,2020-07-25
82 F,77 F,84 %,CALM,0 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-25
81 F,73 F,79 %,W,9 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,07,2020-07-25
81 F,73 F,79 %,WNW,5 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,07,2020-07-25
81 F,73 F,79 %,CALM,0 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-25
81 F,73 F,79 %,WSW,9 mph,0 mph,29.74 in,0.0 in,Partly Cloudy,07,2020-07-25
81 F,73 F,79 %,WSW,9 mph,0 mph,29.74 in,0.0 in,Mostly Cloudy,07,2020-07-25
81 F,73 F,79 %,WSW,8 mph,0 mph,29.74 in,0.0 in,Mostly Cloudy,07,2020-07-25
81 F,73 F,79 %,WSW,8 mph,0 mph,29.77 in,0.0 in,Thunder,07,2020-07-25
81 F,73 F,79 %,WSW,12 mph,0 mph,29.77 in,0.0 in,Thunder,07,2020-07-25
81 F,73 F,79 %,WSW,12 mph,0 mph,29.77 in,0.0 in,Thunder,07,2020-07-25
81 F,73 F,79 %,WSW,12 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,07,2020-07-25
81 F,75 F,84 %,W,14 mph,0 mph,29.71 in,0.0 in,Light Drizzle,07,2020-07-25
84 F,75 F,74 %,W,7 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy,07,2020-07-26
86 F,75 F,70 %,W,8 mph,0 mph,29.77 in,0.0 in,Haze,07,2020-07-26
88 F,77 F,70 %,W,8 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy,07,2020-07-26
90 F,75 F,62 %,WNW,7 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy,07,2020-07-26
93 F,75 F,56 %,W,6 mph,0 mph,29.74 in,0.0 in,Mostly Cloudy,07,2020-07-26
91 F,75 F,59 %,WNW,9 mph,0 mph,29.74 in,0.0 in,Mostly Cloudy,07,2020-07-26
91 F,73 F,55 %,WNW,8 mph,0 mph,29.74 in,0.0 in,Mostly Cloudy,07,2020-07-26
81 F,75 F,84 %,WSW,6 mph,0 mph,29.77 in,0.0 in,Fog,07,2020-07-26
90 F,75 F,62 %,W,7 mph,0 mph,29.74 in,0.0 in,Mostly Cloudy,07,2020-07-26
79 F,75 F,89 %,WSW,6 mph,0 mph,29.74 in,0.0 in,Fog,07,2020-07-26
79 F,75 F,89 %,WSW,6 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-26
79 F,75 F,89 %,WSW,5 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,07,2020-07-26
79 F,75 F,89 %,WNW,5 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,07,2020-07-26
79 F,75 F,89 %,SW,8 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,07,2020-07-26
79 F,77 F,94 %,SW,8 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-26
93 F,75 F,56 %,W,7 mph,0 mph,29.74 in,0.0 in,Mostly Cloudy,07,2020-07-26
79 F,75 F,89 %,W,6 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-26
79 F,75 F,89 %,W,5 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-26
79 F,75 F,89 %,W,5 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-26
79 F,73 F,83 %,WSW,6 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-26
79 F,73 F,83 %,WSW,9 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-26
79 F,75 F,89 %,W,5 mph,0 mph,29.74 in,0.0 in,Fog,07,2020-07-26
93 F,75 F,56 %,W,6 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,07,2020-07-26
79 F,73 F,83 %,WSW,9 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-26
93 F,75 F,56 %,WNW,7 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-26
81 F,73 F,79 %,WSW,10 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,07,2020-07-26
81 F,73 F,79 %,WSW,10 mph,0 mph,29.74 in,0.0 in,Partly Cloudy,07,2020-07-26
82 F,77 F,84 %,W,5 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-26
82 F,75 F,79 %,VAR,2 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-26
82 F,73 F,74 %,VAR,2 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-26
82 F,73 F,74 %,VAR,2 mph,0 mph,29.74 in,0.0 in,Partly Cloudy,07,2020-07-26
93 F,73 F,52 %,WNW,6 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-26
82 F,73 F,74 %,S,5 mph,0 mph,29.74 in,0.0 in,Fog,07,2020-07-26
82 F,75 F,79 %,VAR,2 mph,0 mph,29.74 in,0.0 in,Thunder,07,2020-07-26
84 F,75 F,74 %,S,6 mph,0 mph,29.71 in,0.0 in,Thunder,07,2020-07-26
84 F,75 F,74 %,WSW,8 mph,0 mph,29.71 in,0.0 in,Thunder,07,2020-07-26
82 F,73 F,74 %,VAR,2 mph,0 mph,29.74 in,0.0 in,Partly Cloudy,07,2020-07-26
86 F,79 F,79 %,ESE,7 mph,0 mph,29.68 in,0.0 in,Fog,07,2020-07-26
81 F,73 F,79 %,WSW,10 mph,0 mph,29.74 in,0.0 in,Partly Cloudy,07,2020-07-26
86 F,79 F,79 %,E,9 mph,0 mph,29.68 in,0.0 in,Fog,07,2020-07-26
88 F,77 F,70 %,ENE,8 mph,0 mph,29.65 in,0.0 in,Light Rain,07,2020-07-26
91 F,77 F,63 %,E,12 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,07,2020-07-26
91 F,77 F,63 %,E,8 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-26
93 F,77 F,59 %,E,3 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-26
95 F,77 F,56 %,VAR,2 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-26
95 F,75 F,53 %,CALM,0 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-26
95 F,73 F,49 %,WNW,6 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-26
86 F,79 F,79 %,VAR,2 mph,0 mph,29.71 in,0.0 in,Fog,07,2020-07-26
91 F,75 F,59 %,ESE,7 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,07,2020-07-27
91 F,75 F,59 %,E,9 mph,0 mph,29.59 in,0.0 in,Partly Cloudy,07,2020-07-27
93 F,75 F,56 %,NW,3 mph,0 mph,29.59 in,0.0 in,Partly Cloudy,07,2020-07-27
95 F,72 F,47 %,NW,5 mph,0 mph,29.59 in,0.0 in,Partly Cloudy,07,2020-07-27
95 F,73 F,49 %,WNW,5 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-27
95 F,72 F,47 %,NNW,5 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-27
95 F,75 F,53 %,WNW,6 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-27
95 F,75 F,53 %,NW,6 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-27
95 F,72 F,47 %,W,8 mph,0 mph,29.59 in,0.0 in,Partly Cloudy,07,2020-07-27
91 F,75 F,59 %,ESE,6 mph,0 mph,29.59 in,0.0 in,Partly Cloudy,07,2020-07-27
88 F,77 F,70 %,ESE,3 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-27
90 F,75 F,62 %,ESE,7 mph,0 mph,29.59 in,0.0 in,Haze,07,2020-07-27
90 F,77 F,66 %,ESE,6 mph,0 mph,29.59 in,0.0 in,Haze,07,2020-07-27
88 F,77 F,70 %,ESE,7 mph,0 mph,29.62 in,0.0 in,Haze,07,2020-07-27
88 F,77 F,70 %,SE,7 mph,0 mph,29.65 in,0.0 in,Haze,07,2020-07-27
88 F,77 F,70 %,SE,7 mph,0 mph,29.65 in,0.0 in,Haze,07,2020-07-27
88 F,79 F,75 %,SE,7 mph,0 mph,29.68 in,0.0 in,Haze,07,2020-07-27
88 F,79 F,75 %,ESE,5 mph,0 mph,29.68 in,0.0 in,Haze,07,2020-07-27
88 F,77 F,70 %,SE,6 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-27
88 F,77 F,70 %,ESE,5 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-27
93 F,72 F,49 %,W,6 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-27
91 F,77 F,63 %,ESE,8 mph,0 mph,29.59 in,0.0 in,Haze,07,2020-07-27
95 F,75 F,53 %,W,7 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-27
82 F,79 F,89 %,WSW,3 mph,0 mph,29.71 in,0.0 in,Fog,07,2020-07-27
93 F,73 F,52 %,WNW,6 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-27
81 F,77 F,89 %,WSW,5 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-27
81 F,77 F,89 %,WSW,5 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-27
81 F,75 F,84 %,VAR,2 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-27
81 F,77 F,89 %,VAR,2 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-27
81 F,77 F,89 %,VAR,2 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-27
81 F,77 F,89 %,VAR,2 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-27
81 F,77 F,89 %,VAR,2 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-27
82 F,77 F,84 %,W,3 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-27
82 F,77 F,84 %,WSW,6 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-27
82 F,77 F,84 %,WSW,6 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-27
84 F,77 F,79 %,WSW,5 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-27
82 F,79 F,89 %,CALM,0 mph,0 mph,29.71 in,0.0 in,Light Rain,07,2020-07-27
82 F,79 F,89 %,WSW,3 mph,0 mph,29.71 in,0.0 in,Fog,07,2020-07-27
84 F,77 F,79 %,WSW,5 mph,0 mph,29.71 in,0.0 in,Fog,07,2020-07-27
86 F,77 F,74 %,W,5 mph,0 mph,29.74 in,0.0 in,Fog,07,2020-07-27
88 F,77 F,70 %,W,5 mph,0 mph,29.74 in,0.0 in,Haze,07,2020-07-27
88 F,77 F,70 %,WNW,7 mph,0 mph,29.74 in,0.0 in,Haze,07,2020-07-27
88 F,77 F,70 %,W,9 mph,0 mph,29.74 in,0.0 in,Fair,07,2020-07-27
91 F,75 F,59 %,WNW,9 mph,0 mph,29.74 in,0.0 in,Fair,07,2020-07-27
91 F,75 F,59 %,W,9 mph,0 mph,29.74 in,0.0 in,Fair,07,2020-07-27
91 F,75 F,59 %,W,9 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-27
93 F,75 F,56 %,WNW,8 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,07,2020-07-27
88 F,77 F,70 %,SE,3 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,07,2020-07-27
84 F,77 F,79 %,W,6 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-28
75 F,73 F,94 %,NNW,7 mph,0 mph,29.59 in,0.0 in,Light Rain with Thunder,07,2020-07-28
95 F,73 F,49 %,WNW,12 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,07,2020-07-28
97 F,77 F,53 %,WNW,12 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,07,2020-07-28
97 F,77 F,53 %,W,8 mph,0 mph,29.53 in,0.0 in,Partly Cloudy,07,2020-07-28
93 F,73 F,52 %,S,10 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,07,2020-07-28
88 F,77 F,70 %,S,9 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,07,2020-07-28
77 F,75 F,94 %,W,17 mph,29 mph,29.53 in,0.0 in,Heavy T-Storm,07,2020-07-28
77 F,75 F,94 %,W,14 mph,0 mph,29.56 in,0.0 in,Light Rain with Thunder,07,2020-07-28
75 F,73 F,94 %,NW,14 mph,0 mph,29.56 in,0.0 in,Light Rain with Thunder,07,2020-07-28
77 F,75 F,94 %,NE,7 mph,0 mph,29.59 in,0.0 in,Light Rain with Thunder,07,2020-07-28
93 F,73 F,52 %,WNW,12 mph,0 mph,29.59 in,0.0 in,Partly Cloudy,07,2020-07-28
77 F,75 F,94 %,NE,5 mph,0 mph,29.56 in,0.0 in,Fog,07,2020-07-28
79 F,77 F,94 %,VAR,2 mph,0 mph,29.59 in,0.0 in,Thunder,07,2020-07-28
81 F,79 F,94 %,S,3 mph,0 mph,29.62 in,0.0 in,Fog,07,2020-07-28
81 F,79 F,94 %,CALM,0 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-28
81 F,77 F,89 %,SSW,6 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-28
81 F,77 F,89 %,SW,3 mph,0 mph,29.62 in,0.0 in,Thunder,07,2020-07-28
81 F,77 F,89 %,SW,3 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-28
81 F,77 F,89 %,W,3 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-28
81 F,77 F,89 %,CALM,0 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-28
81 F,77 F,89 %,CALM,0 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-28
77 F,75 F,94 %,ESE,5 mph,0 mph,29.56 in,0.0 in,Thunder,07,2020-07-28
93 F,73 F,52 %,WNW,9 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-28
97 F,77 F,53 %,WNW,8 mph,0 mph,29.53 in,0.0 in,Partly Cloudy,07,2020-07-28
93 F,75 F,56 %,WNW,12 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-28
86 F,77 F,74 %,CALM,0 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-28
86 F,79 F,79 %,CALM,0 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,07,2020-07-28
86 F,79 F,79 %,SSW,3 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-28
86 F,79 F,79 %,S,5 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-28
86 F,77 F,74 %,S,3 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-28
86 F,79 F,79 %,SW,5 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-28
84 F,79 F,84 %,SW,7 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-28
93 F,75 F,56 %,WNW,9 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-28
84 F,79 F,84 %,SW,9 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-28
84 F,79 F,84 %,SW,9 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-28
84 F,79 F,84 %,WSW,5 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-28
84 F,79 F,84 %,SW,6 mph,0 mph,29.59 in,0.0 in,Partly Cloudy,07,2020-07-28
91 F,75 F,59 %,W,12 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-28
84 F,79 F,84 %,WSW,7 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-28
84 F,77 F,79 %,W,6 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,07,2020-07-28
86 F,77 F,74 %,W,8 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-28
88 F,75 F,66 %,W,7 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-28
88 F,75 F,66 %,W,12 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-28
90 F,75 F,62 %,W,12 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-28
90 F,73 F,59 %,W,12 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-28
91 F,75 F,59 %,W,9 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-28
84 F,79 F,84 %,W,6 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-28
82 F,79 F,89 %,W,5 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,07,2020-07-29
82 F,79 F,89 %,W,6 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,07,2020-07-29
82 F,79 F,89 %,W,6 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,79 F,94 %,W,6 mph,0 mph,29.56 in,0.0 in,Fog,07,2020-07-29
77 F,77 F,100 %,SW,8 mph,0 mph,29.59 in,0.0 in,Drizzle,07,2020-07-29
79 F,79 F,100 %,W,6 mph,0 mph,29.59 in,0.0 in,Light Drizzle,07,2020-07-29
79 F,77 F,94 %,WSW,6 mph,0 mph,29.59 in,0.0 in,Light Drizzle,07,2020-07-29
79 F,77 F,94 %,SW,6 mph,0 mph,29.59 in,0.0 in,Light Drizzle,07,2020-07-29
82 F,79 F,89 %,VAR,2 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,07,2020-07-29
79 F,79 F,100 %,W,6 mph,0 mph,29.56 in,0.0 in,Fog,07,2020-07-29
82 F,79 F,89 %,SW,3 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,77 F,89 %,WSW,3 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-29
82 F,79 F,89 %,VAR,2 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-29
82 F,79 F,89 %,SSE,3 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-29
82 F,79 F,89 %,CALM,0 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-29
82 F,79 F,89 %,SSW,3 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,79 F,94 %,VAR,2 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,79 F,94 %,VAR,2 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,79 F,94 %,SSW,3 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,79 F,94 %,VAR,2 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,79 F,94 %,VAR,2 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-29
77 F,77 F,100 %,WSW,6 mph,0 mph,29.62 in,0.0 in,Drizzle,07,2020-07-29
82 F,79 F,89 %,SW,3 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-29
77 F,77 F,100 %,SW,6 mph,0 mph,29.62 in,0.0 in,Light Rain with Thunder,07,2020-07-29
81 F,79 F,94 %,E,6 mph,0 mph,29.59 in,0.0 in,Light Rain with Thunder,07,2020-07-29
77 F,75 F,94 %,SSW,8 mph,0 mph,29.62 in,0.0 in,T-Storm,07,2020-07-29
77 F,77 F,100 %,SW,7 mph,0 mph,29.65 in,0.0 in,Light Rain with Thunder,07,2020-07-29
81 F,77 F,89 %,CALM,0 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,77 F,89 %,CALM,0 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,77 F,89 %,SW,6 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,77 F,89 %,WSW,3 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,77 F,89 %,VAR,2 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,77 F,89 %,WSW,6 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,77 F,89 %,W,3 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,77 F,89 %,SW,3 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,77 F,89 %,SW,5 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,77 F,89 %,SW,5 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,07,2020-07-29
81 F,77 F,89 %,VAR,2 mph,0 mph,29.59 in,0.0 in,Thunder,07,2020-07-29
79 F,77 F,94 %,SSW,7 mph,0 mph,29.59 in,0.0 in,T-Storm,07,2020-07-29
79 F,77 F,94 %,SSW,6 mph,0 mph,29.59 in,0.0 in,T-Storm,07,2020-07-29
79 F,77 F,94 %,SW,9 mph,0 mph,29.59 in,0.0 in,T-Storm,07,2020-07-29
79 F,77 F,94 %,SW,8 mph,0 mph,29.59 in,0.0 in,T-Storm,07,2020-07-29
79 F,77 F,94 %,SSW,7 mph,0 mph,29.62 in,0.0 in,Light Rain with Thunder,07,2020-07-29
77 F,77 F,100 %,SSW,8 mph,0 mph,29.65 in,0.0 in,Light Rain with Thunder,07,2020-07-29
77 F,75 F,94 %,SSW,7 mph,0 mph,29.65 in,0.0 in,Light Rain with Thunder,07,2020-07-29
81 F,77 F,89 %,SW,7 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,07,2020-07-29
77 F,75 F,94 %,SSW,9 mph,0 mph,29.65 in,0.0 in,Light Rain with Thunder,07,2020-07-29
82 F,79 F,89 %,SW,5 mph,0 mph,29.62 in,0.0 in,Fog,07,2020-07-30
84 F,79 F,84 %,WSW,5 mph,0 mph,29.62 in,0.0 in,Fog,07,2020-07-30
86 F,79 F,79 %,WSW,3 mph,0 mph,29.65 in,0.0 in,Fog,07,2020-07-30
88 F,77 F,70 %,WSW,8 mph,0 mph,29.65 in,0.0 in,Haze,07,2020-07-30
90 F,77 F,66 %,W,8 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,07,2020-07-30
91 F,77 F,63 %,NW,7 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-30
90 F,75 F,62 %,W,9 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-30
91 F,75 F,59 %,W,8 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-30
82 F,79 F,89 %,SW,5 mph,0 mph,29.62 in,0.0 in,Fog,07,2020-07-30
91 F,77 F,63 %,W,7 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-30
90 F,75 F,62 %,W,9 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-30
81 F,79 F,94 %,SW,5 mph,0 mph,29.62 in,0.0 in,Fog,07,2020-07-30
81 F,79 F,94 %,VAR,2 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-30
81 F,79 F,94 %,SW,5 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-30
81 F,79 F,94 %,VAR,2 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-30
81 F,79 F,94 %,SSW,3 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-30
81 F,79 F,94 %,SSW,6 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-30
81 F,79 F,94 %,S,5 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-30
81 F,79 F,94 %,S,3 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-30
81 F,79 F,94 %,VAR,2 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-30
81 F,79 F,94 %,VAR,2 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-30
81 F,79 F,94 %,VAR,2 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-30
81 F,79 F,94 %,VAR,2 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-30
81 F,79 F,94 %,VAR,2 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-30
91 F,77 F,63 %,W,5 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-30
81 F,79 F,94 %,SW,5 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-30
91 F,75 F,59 %,W,5 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,07,2020-07-30
